sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
ojos secos,de un tiempo a esta parte me arden los ojos por falta de lagrima y cada vez mas frecuente,vitamina a; omega-3,"zanahoria, lechuga/endivia, brocoli, salmon, merluza, lubina, huevos, mantequilla, queso",parafraseado
sangrado facil,me sangra la nariz con facilidad,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",original
sangrado facil,ultimamente me sangra la nariz con facilidad,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,de un tiempo a esta parte me sangra la nariz con facilidad,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,de un tiempo a esta parte me sangra la nariz con facilidad y no se por que,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,cualquier corte sangra mucho,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",original
sangrado facil,ultimamente cualquier corte sangra mucho y no se por que,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,de un tiempo a esta parte cualquier corte sangra mucho y va a peor,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,ultimamente cualquier corte sangra mucho y cada vez mas frecuente,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,tardo en dejar de sangrar cuando me corto,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",original
sangrado facil,por las mananas tardo en dejar de sangrar cuando me corto y cada vez mas frecuente,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,tardo en dejar de sangrar cuando me corto y no se por que,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,estos dias tardo en dejar de sangrar cuando me corto y me pasa a menudo,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,los morados me sangran si se abren,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",original
sangrado facil,de un tiempo a esta parte los morados me sangran si se abren y va a peor,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,de un tiempo a esta parte los morados me sangran si se abren y me pasa a menudo,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,estos dias los morados me sangran si se abren,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,me cuesta coagular cuando me hiero,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",original
sangrado facil,por las mananas me cuesta coagular cuando me hiero y va a peor,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,por las mananas me cuesta coagular cuando me hiero,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
sangrado facil,desde hace semanas me cuesta coagular cuando me hiero,vitamina k,"lechuga/endivia, brocoli, pepino, aguacate, coliflor",parafraseado
cansancio tras comer,me entra sueno despues de comer,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
cansancio tras comer,por las mananas me entra sueno despues de comer y me preocupa,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,me entra sueno despues de comer y me pasa a menudo,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,desde hace semanas me entra sueno despues de comer y no se por que,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,despues de almorzar me quedo sin energia,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
cansancio tras comer,despues de almorzar me quedo con energia baja,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,estos dias despues de almorzar me quedo muy bajo de energia,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,desde hace semanas despues de almorzar me quedo muy bajo de energia,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,me da bajon fuerte tras las comidas,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
cansancio tras comer,ultimamente me da bajon fuerte tras las comidas y no se por que,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,por las mananas me da bajon fuerte tras las comidas,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,estos dias me da bajon fuerte tras las comidas,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,necesito dormir la siesta cada vez que como,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
cansancio tras comer,desde hace semanas necesito dormir la siesta cada vez que como,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,desde hace semanas necesito dormir la siesta cada vez que como y cada vez mas frecuente,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,necesito dormir la siesta cada vez que como y me preocupa,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,me siento pesado y cansado despues de comer,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",original
cansancio tras comer,estos dias me siento pesado y muy bajo de energia despues de comer,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,ultimamente me noto pesado y cansado despues de comer,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
cansancio tras comer,estos dias me noto pesado y cansado despues de comer,hierro; vitamina b12; folato,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, lechuga/endivia, aguacate, brocoli, coliflor, tomate, limon, champinones",parafraseado
calambres nocturnos,me despiertan calambres por la noche,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",original
calambres nocturnos,ultimamente me despiertan espasmos por la noche,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,me despiertan tirones musculares por la noche y no se por que,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,estos dias me despiertan espasmos por la noche y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,se me encogen los gemelos de madrugada,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",original
calambres nocturnos,de un tiempo a esta parte se me encogen los gemelos de madrugada,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,desde hace semanas se me encogen los gemelos de madrugada y va a peor,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,desde hace semanas se me encogen los gemelos de madrugada y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,tengo espasmos nocturnos en las piernas,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",original
calambres nocturnos,por las mananas tengo espasmos nocturnos en las piernas y no se por que,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,por las mananas tengo espasmos nocturnos en las piernas,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,ultimamente tengo espasmos nocturnos en las piernas y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,me dan tirones al dormir,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",original
calambres nocturnos,estos dias me dan tirones al dormir y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,de un tiempo a esta parte me dan tirones al dormir y no se por que,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,desde hace semanas me dan tirones al dormir y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,siento pinchazos musculares por la noche,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",original
calambres nocturnos,siento pinchazos musculares por la noche y me preocupa,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,de un tiempo a esta parte siento pinchazos musculares por la noche y cada vez mas frecuente,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
calambres nocturnos,siento pinchazos musculares por la noche y cada vez mas frecuente,potasio; magnesio; calcio,"platano, patata, tomate, aguacate, calabacines, pepino, brocoli, coliflor, yogur, leche, queso, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, champinones",parafraseado
estrenimiento,voy al bano con poca frecuencia,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",original
estrenimiento,de un tiempo a esta parte voy al bano con poca frecuencia,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,estos dias voy al bano con poca frecuencia,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,por las mananas voy al bano con poca frecuencia,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,tengo heces duras y secas,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",original
estrenimiento,tengo heces duras y secas y me pasa a menudo,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,ultimamente tengo heces duras y secas,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,tengo heces duras y secas y me preocupa,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,me cuesta evacuar,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",original
estrenimiento,me cuesta evacuar y no se por que,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,estos dias me cuesta evacuar,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,por las mananas me cuesta evacuar y no se por que,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,paso varios dias sin ir al bano,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",original
estrenimiento,por las mananas paso varios dias sin ir al bano y me pasa a menudo,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,estos dias paso varios dias sin ir al bano y me preocupa,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,desde hace semanas paso varios dias sin ir al bano,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,siento pesadez por no poder evacuar,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",original
estrenimiento,estos dias siento pesadez por no poder evacuar y cada vez mas frecuente,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,ultimamente siento pesadez por no poder evacuar y me pasa a menudo,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
estrenimiento,por las mananas siento pesadez por no poder evacuar y me pasa a menudo,fibra dietetica; magnesio,"tomate, cebolla, patata, lechuga/endivia, zanahoria, calabacines, pepino, champinones, brocoli, coliflor, platano, aguacate, manzana, sandia, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, yogur, leche",parafraseado
labios agrietados,se me agrietan los labios a menudo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",original
labios agrietados,ultimamente se me agrietan los labios a menudo y cada vez mas frecuente,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,ultimamente se me agrietan los labios a menudo y va a peor,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,de un tiempo a esta parte se me agrietan los labios a menudo y va a peor,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,tengo labios secos y con pellejitos,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",original
labios agrietados,tengo labios secos y con pellejitos y me pasa a menudo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,de un tiempo a esta parte tengo labios secos y con pellejitos y me preocupa,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,desde hace semanas tengo labios secos y con pellejitos y no se por que,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,mis labios se parten con el frio,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",original
labios agrietados,mis labios se parten con el frio y va a peor,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,ultimamente mis labios se parten con el frio,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,mis labios se parten con el frio y no se por que,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,me arden los labios por sequedad,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",original
labios agrietados,por las mananas me arden los labios por sequedad y me pasa a menudo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,por las mananas me arden los labios por sequedad,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,desde hace semanas me arden los labios por sequedad y va a peor,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,necesito balsamo todo el tiempo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",original
labios agrietados,necesito balsamo todo el tiempo y me pasa a menudo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,de un tiempo a esta parte necesito balsamo todo el tiempo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
labios agrietados,ultimamente necesito balsamo todo el tiempo,riboflavina (b2); niacina (b3); vitamina b6,"leche, yogur, queso, huevos, champinones, carne pollo, carne pavo, carne cerdo, carne vacuno, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, patata, platano, aguacate",parafraseado
debilidad general,me siento debil en general,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
debilidad general,me percibo debil en general y cada vez mas frecuente,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,estos dias estoy debil en general y no se por que,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,me percibo debil en general,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,me falta fuerza para las tareas diarias,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
